created_at,sku_id,store_id,inventory,selling_price,mrp,prev_inventory
"2025-03-08 00:50:26",547731,30024,0,93,99,0
"2025-03-08 06:18:13",547731,30024,0,93,99,0
"2025-03-08 12:24:23",547731,30024,0,93,99,0
"2025-03-08 18:18:28",547731,30024,0,93,99,0
"2025-03-09 00:54:31",547731,30024,0,93,99,0
"2025-03-09 06:25:17",547731,30024,0,93,99,0
"2025-03-09 12:22:55",547731,30024,0,93,99,0
"2025-03-09 18:21:45",547731,30024,0,93,99,0
"2025-03-10 00:51:07",547731,30024,0,93,99,0
"2025-03-10 06:22:15",547731,30024,0,93,99,0
"2025-03-10 12:26:55",547731,30024,0,93,99,0
"2025-03-10 18:24:20",547731,30024,0,93,99,0
"2025-03-11 01:04:53",547731,30024,0,93,99,0
"2025-03-11 01:24:43",547731,30024,0,93,99,0
"2025-03-11 06:27:26",547731,30024,0,93,99,0
"2025-03-11 12:27:16",547731,30024,0,93,99,0
"2025-03-11 18:30:55",547731,30024,0,93,99,0
"2025-03-12 01:02:46",547731,30024,0,93,99,0
"2025-03-12 06:32:18",547731,30024,0,93,99,0
"2025-03-12 12:34:34",547731,30024,0,93,99,0
"2025-03-12 18:25:49",547731,30024,0,93,99,0
"2025-03-13 01:07:17",547731,30024,0,93,99,0
"2025-03-13 06:29:48",547731,30024,0,93,99,0
"2025-03-13 12:32:51",547731,30024,0,93,99,0
"2025-03-16 07:06:01",547731,30024,1,93,99,0
"2025-03-16 12:32:43",547731,30024,1,93,99,1
"2025-03-16 18:21:12",547731,30024,1,93,99,1
"2025-03-17 01:58:14",547731,30024,2,93,99,1
"2025-03-17 12:35:56",547731,30024,2,93,99,2
"2025-03-17 18:26:27",547731,30024,2,93,99,2
"2025-03-18 01:05:21",547731,30024,2,93,99,2
"2025-03-18 06:25:27",547731,30024,2,93,99,2
"2025-03-18 12:31:17",547731,30024,2,93,99,2
"2025-03-18 18:25:14",547731,30024,2,93,99,2
"2025-03-19 01:21:26",547731,30024,2,93,99,2
"2025-03-19 12:38:24",547731,30024,2,93,99,2
"2025-03-19 18:30:04",547731,30024,2,93,99,2
"2025-03-20 01:07:54",547731,30024,2,93,99,2
"2025-03-20 06:27:21",547731,30024,2,93,99,2
"2025-03-20 12:45:10",547731,30024,2,93,99,2
"2025-03-20 18:28:08",547731,30024,2,93,99,2
"2025-03-21 07:20:37",547731,30024,2,93,99,2
"2025-03-21 12:29:04",547731,30024,2,93,99,2
"2025-03-21 18:36:16",547731,30024,2,93,99,2
"2025-03-22 01:03:49",547731,30024,2,93,99,2
"2025-03-22 06:33:27",547731,30024,2,93,99,2
"2025-03-22 12:30:15",547731,30024,2,93,99,2
"2025-03-22 18:38:35",547731,30024,2,93,99,2
"2025-03-23 01:59:27",547731,30024,2,93,99,2
"2025-03-23 12:31:20",547731,30024,2,93,99,2
"2025-03-23 18:26:33",547731,30024,2,93,99,2
"2025-03-24 04:46:28",547731,30024,2,93,99,2
"2025-03-24 12:32:51",547731,30024,2,93,99,2
"2025-03-24 18:34:41",547731,30024,1,93,99,2
"2025-03-25 01:25:24",547731,30024,1,93,99,1
"2025-03-25 12:38:22",547731,30024,1,93,99,1
"2025-03-25 18:34:54",547731,30024,1,93,99,1
"2025-03-26 01:21:06",547731,30024,1,93,99,1
"2025-03-26 12:36:08",547731,30024,1,93,99,1
"2025-03-26 18:24:10",547731,30024,1,93,99,1
"2025-03-27 01:38:52",547731,30024,1,93,99,1
"2025-03-27 12:34:29",547731,30024,1,93,99,1
"2025-03-27 18:26:11",547731,30024,1,93,99,1
"2025-03-28 01:24:02",547731,30024,1,93,99,1
"2025-03-28 12:43:15",547731,30024,0,93,99,1
"2025-03-28 18:27:09",547731,30024,0,93,99,0
"2025-03-29 01:14:13",547731,30024,0,93,99,0
"2025-03-29 06:30:22",547731,30024,0,93,99,0
"2025-03-29 12:41:56",547731,30024,0,93,99,0
"2025-03-29 18:35:02",547731,30024,0,93,99,0
"2025-03-30 07:08:02",547731,30024,0,93,99,0
"2025-03-30 12:39:22",547731,30024,0,93,99,0
"2025-03-30 18:31:24",547731,30024,0,93,99,0
"2025-03-31 02:41:36",547731,30024,0,93,99,0
"2025-03-31 12:43:34",547731,30024,0,93,99,0
"2025-03-31 18:30:13",547731,30024,0,93,99,0
"2025-04-01 01:46:22",547731,30024,0,90,99,0
"2025-04-01 12:45:34",547731,30024,0,90,99,0
"2025-04-01 18:24:37",547731,30024,0,90,99,0
"2025-03-01 00:55:10",547731,30175,0,93,99,NULL
"2025-03-01 07:11:24",547731,30175,4,93,99,0
"2025-03-04 01:21:55",547731,30175,3,93,99,4
"2025-03-04 08:31:24",547731,30175,3,93,99,3
"2025-03-04 12:21:26",547731,30175,3,93,99,3
